"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.924333334E-3,3.205059329E-4,1.615899615E-3,2.426160686E-2,2.431747156E-2
1.488133334E-2,-9.586103261E-4,8.611595258E-4,2.587814443E-2,2.591020819E-2
2.483833333E-2,-2.241310431E-3,7.549086586E-4,2.707133815E-2,2.717444955E-2
3.479533334E-2,1.326526515E-3,-1.801280305E-4,2.506757528E-2,2.510329558E-2
4.475233334E-2,1.695872983E-3,7.960377261E-4,2.557193115E-2,2.564046264E-2
5.470833334E-2,8.303455543E-4,7.821898907E-4,2.443209663E-2,2.445871298E-2
6.466533334E-2,-1.636568923E-3,1.839510165E-3,2.548572235E-2,2.560437851E-2
7.462233333E-2,-5.366834812E-4,-1.956558786E-3,2.557760291E-2,2.565794072E-2
8.457933334E-2,1.338479575E-3,8.856998757E-4,2.653985471E-2,2.658834105E-2
9.453633333E-2,-5.952415522E-4,3.002583981E-5,2.621601522E-2,2.622278910E-2
1.044933333E-1,1.843768987E-3,-4.402510822E-4,2.657828294E-2,2.664579571E-2
1.144503333E-1,8.818352362E-4,-1.118292101E-3,2.515801974E-2,2.519829692E-2
1.244073333E-1,-2.360483631E-5,6.670011207E-4,2.458972856E-2,2.459878449E-2
1.343643333E-1,-8.698808961E-5,2.713373862E-3,2.574154362E-2,2.588430089E-2
1.443213333E-1,-5.667530932E-4,-9.210901335E-4,2.772082202E-2,2.774191035E-2
1.542783333E-1,-7.622290868E-4,-4.513086751E-4,2.629390173E-2,2.630881869E-2
1.642348750E-1,-2.228514990E-3,-1.933099702E-3,2.871751413E-2,2.886864685E-2
1.741918750E-1,4.578153603E-4,-2.662278712E-4,2.750897408E-2,2.751407143E-2
1.841488750E-1,-1.313373679E-3,-1.421011984E-5,2.768675983E-2,2.771789715E-2
1.941058750E-1,7.737455890E-4,-1.432343386E-3,2.588220313E-2,2.593335167E-2
2.040628750E-1,8.812153246E-4,-8.433079347E-4,2.530323528E-2,2.533261582E-2
2.140188750E-1,-1.741199289E-3,-1.222807914E-3,2.545370348E-2,2.554247550E-2
2.239758750E-1,9.700141381E-4,9.390609339E-4,2.498950064E-2,2.502594464E-2
2.339328750E-1,-1.301928656E-3,-8.913297206E-4,2.424940467E-2,2.430068134E-2
2.438898750E-1,-3.484009299E-3,2.519159578E-3,2.312969230E-2,2.352588259E-2
2.538468750E-1,2.049773000E-3,6.372481585E-5,2.421439625E-2,2.430108261E-2
2.638038750E-1,-3.744622227E-4,2.951179631E-3,2.632340975E-2,2.649097175E-2
2.737608750E-1,9.533899138E-4,-6.629964337E-4,2.549063973E-2,2.551707723E-2
2.837178750E-1,-2.651096554E-3,2.389920875E-3,2.621450648E-2,2.645638646E-2
2.936748750E-1,6.118082674E-4,2.567021176E-3,2.510343492E-2,2.524175810E-2
3.036318750E-1,5.573492963E-4,-6.580138579E-4,2.632882446E-2,2.634294247E-2
3.135888750E-1,7.501621731E-4,1.264521852E-3,2.517407760E-2,2.521697725E-2
3.235458750E-1,6.952161202E-4,3.144731745E-4,2.485045977E-2,2.486217146E-2
3.335028750E-1,-2.052633325E-3,3.480296582E-4,2.517962642E-2,2.526554996E-2
3.434598750E-1,8.387891576E-4,1.169807278E-3,2.064165287E-2,2.069178217E-2
3.534168750E-1,9.634250309E-4,4.270514473E-4,2.535757609E-2,2.537946465E-2
3.633738750E-1,-6.735685747E-4,7.485989481E-4,2.506671101E-2,2.508693078E-2
3.733298750E-1,-4.597168881E-4,1.068178564E-3,2.783027291E-2,2.785455861E-2
3.832868750E-1,2.009170828E-3,2.574459650E-3,2.537932619E-2,2.558856792E-2
3.932438750E-1,-2.148556057E-3,-2.157711424E-3,2.829974890E-2,2.846309539E-2
4.032008750E-1,3.504304914E-4,1.348732039E-4,2.593213692E-2,2.593485527E-2
4.131578750E-1,-4.035104066E-4,-1.631351188E-4,2.434755489E-2,2.435144478E-2
4.231148750E-1,1.536647440E-3,1.828046516E-4,2.402852662E-2,2.407830547E-2
4.330718750E-1,-1.487105619E-3,1.946083270E-3,2.550897561E-2,2.562628650E-2
4.430288750E-1,1.286855200E-3,6.657177582E-4,2.395196073E-2,2.399574127E-2
4.529858750E-1,3.113392740E-4,-1.300349832E-4,2.284355275E-2,2.284604438E-2
4.629428750E-1,1.451636897E-3,-1.094183885E-3,2.314760536E-2,2.321887426E-2
4.728998750E-1,1.476670615E-3,1.632094383E-3,2.316358313E-2,2.326791507E-2
4.828568750E-1,5.199896405E-4,-1.627719961E-3,2.620129287E-2,2.625695355E-2
4.928138750E-1,-1.361533534E-3,1.748370007E-3,2.399353310E-2,2.409564695E-2
5.027708750E-1,5.112546496E-4,1.749804243E-3,2.676417492E-2,2.682618600E-2
5.127278750E-1,-1.842180733E-3,-3.330539912E-4,2.440728061E-2,2.447896856E-2
5.226848750E-1,7.284412859E-4,3.071501851E-4,2.560470998E-2,2.561691124E-2
5.326418750E-1,-1.594101544E-3,6.003640592E-4,2.629100904E-2,2.634613355E-2
5.425978750E-1,9.145244258E-4,-4.776930436E-4,2.361863106E-2,2.364115646E-2
5.525548750E-1,-1.904165139E-3,1.306891441E-3,2.240955830E-2,2.252825144E-2
5.625118750E-1,6.569564575E-4,-8.333707228E-4,2.345866151E-2,2.348265101E-2
5.724688750E-1,-7.981946692E-4,2.576503903E-5,2.437611856E-2,2.438919708E-2
5.824258750E-1,-1.699123066E-3,1.525200903E-3,2.361715958E-2,2.372727299E-2
5.923828750E-1,-1.189660281E-3,2.055702731E-3,2.541825548E-2,2.552898190E-2
6.023398750E-1,2.998634009E-4,-1.287380233E-3,2.467006259E-2,2.470544988E-2
