"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724333281761752E9,"2024-08-22 15:28:01.762 UTC+02:00"
"PAUSE",1.043138954166534E1,1.724333292192856E9,"2024-08-22 15:28:12.193 UTC+02:00"
