"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339722293896E9,"2024-08-22 17:15:22.294 UTC+02:00"
"PAUSE",1.064820970833534E1,1.724339732941519E9,"2024-08-22 17:15:32.942 UTC+02:00"
