"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.323500001E-3,1.668496057E-3,-1.507407986E-3,3.283856437E-3,3.979933545E-3
1.128050000E-2,-2.074637450E-5,-1.078597270E-3,4.446659237E-3,4.575650867E-3
2.123750000E-2,-1.025055535E-4,4.154359922E-4,7.801976055E-3,7.813701096E-3
3.119450000E-2,-6.092549302E-5,-2.745131962E-3,5.043109879E-3,5.742161497E-3
4.115150000E-2,-1.603960991E-3,5.060555413E-4,2.618035302E-3,3.111734550E-3
5.110750000E-2,-6.477064453E-4,-4.193643108E-4,6.527022459E-3,6.572473830E-3
6.106450000E-2,-1.605911879E-3,2.183076926E-3,5.105161108E-3,5.779917626E-3
7.102150000E-2,-1.881796634E-3,1.481082290E-5,8.245917968E-3,8.457927706E-3
8.097850000E-2,1.638103509E-3,1.233472489E-3,6.359067746E-3,6.681510314E-3
9.093550000E-2,7.010445697E-4,-3.820983693E-4,7.318165153E-3,7.361589765E-3
1.008925000E-1,-7.152245380E-4,1.973467879E-3,5.377519876E-3,5.772680627E-3
1.108495000E-1,2.197283320E-3,-3.322837874E-4,6.798263639E-3,7.152262230E-3
1.208065000E-1,9.514564881E-4,2.741813660E-6,5.180925131E-3,5.267567007E-3
1.307635000E-1,7.672307547E-4,-7.447535172E-4,3.281356767E-3,3.451174157E-3
1.407205000E-1,-6.591584533E-4,4.739090800E-4,7.601004094E-3,7.644235928E-3
1.506765000E-1,-1.184329856E-3,9.138248861E-4,6.548225880E-3,6.716917098E-3
1.606335000E-1,-1.287394203E-3,-1.366906799E-3,9.012714028E-3,9.206238765E-3
1.705905000E-1,-1.506049419E-3,-5.549881607E-4,7.138529792E-3,7.316748206E-3
1.805475000E-1,-1.004842576E-3,-4.026545212E-4,6.256757304E-3,6.349712689E-3
1.905045000E-1,9.628944099E-6,-1.039952971E-3,2.301741391E-3,2.525788655E-3
2.004615000E-1,-1.695859479E-3,-1.519055106E-3,2.866065130E-3,3.660300140E-3
2.104185000E-1,-2.668271773E-3,1.465719193E-3,2.287123352E-3,3.807747396E-3
2.203755000E-1,1.034587622E-3,1.821250655E-3,5.993710831E-3,6.349164907E-3
2.303325000E-1,2.273870632E-5,7.772184908E-4,9.450124577E-3,9.482058856E-3
2.402895000E-1,1.333812950E-3,1.360184513E-3,8.518552408E-3,8.728968669E-3
2.502455000E-1,-1.228447072E-3,-7.863612846E-4,8.517633192E-3,8.641615675E-3
2.602025000E-1,-1.418064348E-3,2.696830779E-5,5.061916076E-3,5.256864859E-3
2.701595000E-1,-2.840602072E-3,1.657084562E-3,5.788425915E-3,6.657388673E-3
2.801165000E-1,1.665466349E-3,1.670400612E-3,4.894402809E-3,5.433157022E-3
2.900735000E-1,9.066500934E-4,-8.949041367E-4,2.130347304E-3,2.482186021E-3
3.000305000E-1,7.860088954E-4,1.525171101E-4,8.527792059E-3,8.565296775E-3
3.099875000E-1,-1.561454963E-3,-7.837079465E-5,7.044019178E-3,7.215434135E-3
3.199445000E-1,-5.539811682E-4,1.051075757E-3,2.873508260E-3,3.109454148E-3
3.299015000E-1,-6.816477980E-4,7.553594187E-4,5.219802260E-3,5.318039790E-3
3.398585000E-1,2.944006119E-4,5.463007838E-4,4.650153220E-3,4.691379460E-3
3.498145000E-1,-7.583049592E-4,-9.494833648E-5,6.819663569E-3,6.862350384E-3
3.597715000E-1,-3.551023547E-4,-1.295693219E-4,4.167154431E-3,4.184263609E-3
3.697285000E-1,-1.161320368E-3,-1.151168719E-3,6.090717390E-3,6.306400934E-3
3.796855000E-1,-1.386664808E-4,-1.676641405E-4,3.052584827E-3,3.060329032E-3
3.896425000E-1,1.459567924E-3,7.331799716E-4,5.208978429E-3,5.459061062E-3
3.995995000E-1,2.428425942E-3,-1.418653876E-3,5.135741085E-3,5.855396474E-3
4.095565000E-1,8.898188826E-4,-2.191006206E-3,4.168147221E-3,4.792258037E-3
4.195135000E-1,1.238937257E-4,-3.153411672E-4,4.374541342E-3,4.387641925E-3
4.294705000E-1,-5.582198501E-4,-4.091076553E-4,4.386195913E-3,4.440460906E-3
4.394275000E-1,3.013878129E-3,-9.592063725E-5,5.744140595E-3,6.487512106E-3
4.493835000E-1,-3.709712997E-3,9.190840647E-4,5.335494876E-3,6.563093143E-3
4.593405000E-1,1.718441490E-4,1.843733713E-3,8.088672534E-3,8.297921895E-3
4.692975000E-1,1.818629797E-3,1.042661257E-3,2.910360694E-3,3.586747301E-3
4.792545000E-1,4.055565223E-4,-1.062266529E-4,6.350366399E-3,6.364189940E-3
4.892115000E-1,1.059991308E-3,-1.224533655E-3,4.517871886E-3,4.799398986E-3
4.991685000E-1,2.846706193E-3,-1.819059253E-4,4.085373133E-3,4.982679957E-3
5.091255000E-1,-6.223830860E-4,7.949620485E-4,4.365997389E-3,4.481211730E-3
5.190825000E-1,1.793370349E-3,2.080006525E-4,4.633111879E-3,4.972440766E-3
5.290395000E-1,1.199335791E-3,7.686102763E-4,4.965815693E-3,5.166090746E-3
5.389965000E-1,9.228996933E-4,-3.217608668E-3,5.709636956E-3,6.618512186E-3
5.489525000E-1,-1.354147913E-3,-9.956434369E-4,7.048064843E-3,7.245704966E-3
5.589095000E-1,-7.669208571E-4,-1.193249598E-3,3.672242165E-3,3.936670512E-3
5.688665000E-1,9.042362217E-4,1.602768898E-3,2.875199541E-3,3.413690626E-3
5.788235000E-1,-1.588603482E-5,-1.808740199E-3,4.222493619E-3,4.593609238E-3
5.887805000E-1,3.569163382E-4,1.028629951E-3,5.760904402E-3,5.862890786E-3
5.987375000E-1,-1.132855890E-3,2.359411679E-3,5.415758118E-3,6.015032995E-3
6.086945000E-1,-9.195022285E-4,7.441621274E-4,5.053497851E-3,5.190096545E-3
6.186515000E-1,1.218749676E-3,1.295169815E-3,5.858572200E-3,6.122555336E-3
6.286085000E-1,6.464779144E-4,-1.055010594E-3,5.150638521E-3,5.297174551E-3
6.385645000E-1,-6.733846385E-4,-1.596164890E-3,3.224907443E-3,3.660767302E-3
6.485215000E-1,-1.355791464E-3,1.705522649E-3,4.126461223E-3,4.666332631E-3
6.584785000E-1,-4.883999936E-4,-5.994439125E-4,2.938425168E-3,3.038455204E-3
6.684355000E-1,5.239758175E-4,3.858981654E-4,4.730792716E-3,4.775339545E-3
6.783925000E-1,8.121298160E-4,1.507088542E-3,6.488213316E-3,6.710274416E-3
6.883495000E-1,1.708433265E-4,-6.455928087E-4,4.038767889E-3,4.093607648E-3
6.983065000E-1,4.858953180E-4,5.272636190E-4,3.741824999E-3,3.809902297E-3
7.082635000E-1,5.147304619E-4,-4.099067301E-4,3.230586648E-3,3.296916903E-3
7.182203750E-1,-2.950308146E-3,3.080815077E-4,3.804231063E-3,4.824044605E-3
