"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338283319152E9,"2024-08-22 16:51:23.319 UTC+02:00"
"PAUSE",1.103908554166628E1,1.724338294357629E9,"2024-08-22 16:51:34.358 UTC+02:00"
