"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.672291667E-3,1.959612127E-3,-1.452337950E-3,-4.873321578E-2,4.879421775E-2
1.562829167E-2,2.734221984E-3,-9.899828583E-4,-4.791385308E-2,4.800201405E-2
2.558429167E-2,-1.070369966E-3,-8.131191134E-5,-4.757350311E-2,4.758561234E-2
3.554129167E-2,-3.268828150E-4,-7.601445541E-4,-4.725324735E-2,4.726049150E-2
4.549729167E-2,4.140085657E-4,2.995273098E-4,-4.404760152E-2,4.405056548E-2
5.545329167E-2,1.303263707E-4,3.075041808E-3,-4.914902896E-2,4.924530348E-2
6.540929167E-2,2.770665451E-4,1.265157014E-3,-4.940948635E-2,4.942645779E-2
7.536529167E-2,-3.947126679E-3,7.549971342E-4,-4.878966883E-2,4.895489367E-2
8.532129167E-2,2.069220413E-3,8.010705933E-4,-4.638323933E-2,4.643628191E-2
9.527729167E-2,3.286389401E-4,1.628320664E-3,-4.759645090E-2,4.762542986E-2
1.052332917E-1,-3.536629956E-4,-1.765345223E-3,-4.672959074E-2,4.676426170E-2
1.151892917E-1,2.570912708E-3,5.352394655E-4,-4.688657075E-2,4.696005313E-2
1.251452917E-1,2.782900352E-3,2.101977356E-3,-4.627377540E-2,4.640501194E-2
1.351012917E-1,1.366194338E-4,3.461885266E-3,-4.766856506E-2,4.779430311E-2
1.450582917E-1,6.143905339E-4,4.088375717E-4,-4.594390094E-2,4.594982761E-2
1.550142917E-1,1.754300669E-3,-1.392373815E-3,-4.452294111E-2,4.457923913E-2
1.649702917E-1,2.957250457E-3,3.043264151E-4,-4.783910885E-2,4.793139139E-2
1.749262917E-1,4.000303452E-4,-7.484992966E-4,-5.116277561E-2,5.116981418E-2
1.848822917E-1,1.761970925E-3,1.324741170E-4,-5.154653639E-2,5.157681169E-2
1.948382917E-1,2.244387055E-3,-1.315210015E-3,-4.950509220E-2,4.957339210E-2
2.047942917E-1,1.684590592E-3,9.562000632E-4,-4.377983138E-2,4.382266308E-2
2.147502917E-1,4.517808557E-4,-1.534978859E-3,-4.565016180E-2,4.567819544E-2
2.247062917E-1,-1.903072698E-4,-2.023326233E-4,-4.958444834E-2,4.958522635E-2
2.346622917E-1,5.858515506E-4,2.361666411E-4,-4.888830706E-2,4.889238759E-2
2.446182917E-1,2.974973293E-3,2.304643393E-3,-5.075757951E-2,5.089689307E-2
2.545752917E-1,-1.304721227E-3,1.121031120E-3,-4.822593182E-2,4.825660067E-2
2.645312917E-1,-2.087424276E-3,-1.093386672E-3,-4.630446061E-2,4.636438188E-2
2.744872917E-1,-6.460166769E-4,-1.880575903E-3,-4.604582116E-2,4.608873560E-2
2.844432917E-1,2.682402031E-3,-1.058724709E-3,-4.387401417E-2,4.396868542E-2
2.943992917E-1,6.723659462E-4,2.504329197E-3,-4.771424085E-2,4.778464733E-2
