"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.426291667E-3,-3.091386519E-3,7.567266002E-4,1.599352807E-3,3.561914536E-3
1.238329167E-2,-5.645793863E-4,4.475340247E-4,1.381238922E-3,1.557837459E-3
2.234029167E-2,-3.739669453E-3,-5.984902382E-4,2.595340833E-3,4.591199432E-3
3.229729167E-2,-1.753749908E-3,9.695794433E-4,1.036060974E-3,2.255913424E-3
4.225429167E-2,2.020685934E-4,1.250822097E-3,2.189304680E-3,2.529514304E-3
5.221129167E-2,-7.188523887E-4,1.039367169E-3,2.659689635E-4,1.291422610E-3
6.216829167E-2,-3.655664623E-4,-1.452498138E-3,4.125429317E-3,4.388912933E-3
7.212429167E-2,-2.696631476E-3,1.000007614E-3,1.782646403E-3,3.383735324E-3
8.208129167E-2,-5.493581994E-4,2.843765542E-4,2.916574478E-3,2.981454535E-3
9.203829167E-2,6.645106478E-4,1.227231696E-4,1.336254179E-3,1.497401285E-3
1.019952917E-1,-2.980946563E-3,-5.242973566E-4,-1.008814201E-3,3.190397502E-3
1.119522917E-1,-5.317071453E-3,5.409670994E-4,1.203207299E-3,5.478284589E-3
1.219092917E-1,1.535378397E-4,2.194375731E-3,1.728540286E-3,2.797625822E-3
1.318662917E-1,-1.946098288E-3,7.043369114E-4,2.793271095E-3,3.476456880E-3
1.418232917E-1,7.295716787E-4,1.447970048E-3,1.391692087E-3,2.136749625E-3
1.517792917E-1,-9.112019325E-4,1.431991346E-3,1.581840217E-3,2.320152290E-3
1.617362917E-1,2.069675829E-3,-9.986665100E-4,2.352179959E-3,3.288410467E-3
1.716932917E-1,7.186543662E-4,-1.310256310E-3,1.760426909E-3,2.309185700E-3
1.816502917E-1,-1.805106993E-3,8.320258930E-4,-1.222044230E-4,1.991384509E-3
1.916072917E-1,-2.423492726E-3,-1.451102085E-3,7.877964526E-4,2.932513854E-3
2.015642917E-1,1.981103560E-4,1.719964668E-3,2.321511507E-3,2.896021728E-3
2.115212917E-1,1.358183334E-3,5.138190463E-4,-4.593599588E-4,1.523050738E-3
2.214782917E-1,-2.038469538E-4,-2.915924415E-4,1.959055662E-4,4.061511091E-4
2.314342917E-1,1.568486681E-3,1.178738661E-3,7.349308580E-4,2.095160773E-3
2.413912917E-1,-7.326197810E-4,-2.097273245E-4,-9.011793882E-4,1.180187097E-3
2.513482917E-1,-2.290161792E-4,1.005472615E-3,4.065349698E-3,4.194102020E-3
2.613052917E-1,-2.132244408E-3,-1.124623232E-3,3.650207072E-4,2.438131199E-3
2.712622917E-1,-2.146625426E-3,2.447748557E-4,1.039067283E-3,2.397410325E-3
2.812192917E-1,-1.499274513E-3,-1.748332754E-3,2.041162923E-3,3.077472593E-3
2.911762917E-1,9.734705091E-4,9.081698954E-4,3.492584452E-3,3.737721705E-3
3.011332917E-1,4.458235344E-4,-1.093410887E-3,5.295645446E-3,5.425695041E-3
3.110902917E-1,1.164877089E-3,-1.462259330E-3,4.000283778E-3,4.415587309E-3
3.210462917E-1,-7.838383317E-4,9.831031784E-4,2.950802445E-3,3.207511413E-3
3.310032917E-1,-6.392286159E-4,-1.575285569E-4,2.932691947E-3,3.005679711E-3
3.409602917E-1,-7.881599013E-4,7.846308872E-4,2.865022048E-3,3.073303271E-3
3.509172917E-1,1.015332760E-3,1.045088284E-3,8.293017745E-4,1.676559444E-3
3.608742917E-1,8.549785707E-5,-2.379736863E-3,3.500485793E-3,4.233657781E-3
3.708312917E-1,-1.546220854E-3,1.489570364E-3,2.282356843E-3,3.133491912E-3
3.807882917E-1,1.142029883E-3,1.844992861E-3,2.905007452E-3,3.625920463E-3
3.907452917E-1,1.770003233E-3,-2.068522386E-3,8.493140340E-4,2.851846882E-3
4.007012917E-1,-1.985856798E-4,-1.849271357E-3,5.402080715E-4,1.936766786E-3
4.106582917E-1,-1.679593697E-4,2.597408369E-3,2.179650590E-3,3.394939952E-3
4.206152917E-1,-1.755983802E-3,-2.269614488E-4,1.662604511E-3,2.428836011E-3
4.305722917E-1,-5.093582440E-4,-6.053969264E-4,-8.604750037E-4,1.168917658E-3
4.405292917E-1,6.890483201E-5,-9.870473295E-4,1.932077110E-3,2.170698566E-3
4.504862917E-1,1.482670195E-4,1.493953168E-3,-1.281825826E-3,1.974071079E-3
4.604432917E-1,3.130210331E-3,1.486429945E-3,-1.101320609E-3,3.636013996E-3
4.704002917E-1,-7.979522925E-4,-6.920360029E-4,-1.210777089E-3,1.606742932E-3
4.803562917E-1,-1.017255243E-3,5.865599960E-4,9.171459824E-4,1.489972352E-3
4.903132917E-1,-1.922079828E-4,-2.270478755E-3,1.496383920E-3,2.726019538E-3
5.002702917E-1,2.282104921E-3,5.878144875E-4,-1.783022657E-3,2.955113963E-3
5.102272917E-1,-6.092891563E-4,1.433367841E-3,1.469228417E-3,2.141123253E-3
5.201842917E-1,1.018548966E-3,8.438061923E-5,1.835560426E-3,2.100915078E-3
5.301412917E-1,-2.808072604E-4,7.847920060E-4,2.074977383E-3,2.236131112E-3
5.400982917E-1,2.999785123E-3,-1.842426136E-4,-4.812777042E-4,3.043728693E-3
5.500552917E-1,-2.304965397E-3,1.208590344E-3,3.393355757E-3,4.276496159E-3
5.600122917E-1,1.165302936E-3,-2.271007746E-3,8.929092437E-4,2.704199333E-3
5.699682917E-1,2.030031523E-3,-1.323455013E-3,1.086253673E-3,2.655655888E-3
5.799252917E-1,-1.684338786E-4,-5.057295784E-4,2.425448969E-3,2.483331448E-3
5.898822917E-1,-9.732740000E-5,6.514135748E-4,1.781230792E-3,1.899103842E-3
5.998392917E-1,8.150852518E-4,2.404423431E-4,1.865221187E-3,2.049689383E-3
6.097962917E-1,-2.227486111E-4,-3.702202812E-4,1.590915024E-3,1.648541966E-3
6.197532917E-1,-5.457794759E-4,-5.346601829E-4,1.301316544E-3,1.509026672E-3
6.297102917E-1,6.188210100E-4,-1.826292835E-3,8.185580373E-5,1.930022107E-3
6.396662917E-1,-1.432300545E-3,-8.247299120E-4,1.905852929E-3,2.522685011E-3
6.496232917E-1,1.319543924E-3,5.747610703E-4,1.432875171E-3,2.030930258E-3
6.595802917E-1,4.160718527E-4,-1.503002830E-3,2.507591620E-3,2.952989845E-3
6.695372917E-1,2.131680259E-3,-4.558479413E-4,2.622604370E-6,2.179877279E-3
6.794942917E-1,2.497711219E-3,6.905188784E-4,2.263741568E-3,3.440916090E-3
6.894512917E-1,1.649494283E-3,-2.471795306E-4,9.497366846E-4,1.919356371E-3
6.994082917E-1,-2.865926363E-4,4.119882360E-4,1.433670521E-3,1.518973603E-3
7.093652917E-1,-4.823971540E-5,-1.880219206E-4,2.238478512E-3,2.246879026E-3
7.193222917E-1,-7.902174257E-4,-9.611127898E-4,1.931209117E-3,2.297335419E-3
7.292782917E-1,-1.302862074E-4,1.594989561E-3,3.894491121E-3,4.210466398E-3
7.392352917E-1,2.092440147E-3,-4.694210365E-4,1.671008766E-3,2.718626891E-3
7.491922917E-1,-6.514147390E-4,3.830567002E-4,3.872908652E-3,3.945946657E-3
7.591492917E-1,-1.061329851E-3,9.169550613E-4,3.383139148E-3,3.662356910E-3
7.691062917E-1,6.295110798E-4,1.334529370E-4,2.481926233E-3,2.563991363E-3
7.790632917E-1,-2.663392108E-3,-9.042816237E-4,3.054725006E-3,4.152436350E-3
7.890202917E-1,4.397231387E-4,-2.026004717E-3,5.110152066E-3,5.514680923E-3
7.989772917E-1,1.972570317E-4,-2.177422866E-4,1.744825393E-3,1.769389073E-3
8.089332917E-1,6.425374886E-4,-1.839607954E-3,1.574650407E-3,2.505301529E-3
8.188902917E-1,3.184954170E-3,-3.745760769E-4,1.733526587E-4,3.211587061E-3
8.288472917E-1,1.110351644E-3,1.443830319E-3,-9.547621012E-4,2.056476947E-3
8.388042917E-1,3.405478783E-4,1.023824327E-3,-3.156928346E-3,3.336223267E-3
8.487612917E-1,-1.334314235E-3,9.934641421E-4,-1.897254959E-3,2.523279980E-3
8.587182917E-1,5.623839097E-4,-5.971034989E-4,-7.892511785E-4,1.138299465E-3
8.686752917E-1,-3.063509706E-3,-9.571630508E-4,8.813496679E-4,3.328367477E-3
8.786322917E-1,-1.570364926E-3,4.979846999E-4,3.097809851E-3,3.508626603E-3
8.885882917E-1,2.272310201E-3,1.441809349E-3,3.769991919E-3,4.631959296E-3
8.985452917E-1,-7.271193899E-4,-2.448959276E-4,2.416808158E-3,2.535673145E-3
9.085022917E-1,1.479043392E-3,-2.805823460E-4,5.449349061E-3,5.653468050E-3
9.184592917E-1,-1.776252873E-3,-8.015250787E-4,2.174532041E-3,2.919949712E-3
9.284162917E-1,1.556426869E-3,-1.024964266E-3,9.579993784E-4,2.095418610E-3
9.383732917E-1,-4.750813823E-4,-7.077716291E-4,3.152135760E-4,9.088468503E-4
9.483302917E-1,-1.389611047E-3,1.308507286E-3,1.666501164E-3,2.533857989E-3
9.582872917E-1,1.977094216E-3,-1.300921664E-3,-4.692710936E-4,2.412781398E-3
9.682433333E-1,-9.129683021E-4,-1.104380004E-3,3.271672875E-3,3.571695636E-3
9.782003333E-1,-6.793197244E-4,1.298469491E-3,2.705316991E-3,3.076725260E-3
9.881573333E-1,8.645147318E-4,-1.473613083E-4,7.668025792E-4,1.164940888E-3
9.981143333E-1,-1.229596557E-3,-9.430469945E-4,2.543482929E-3,2.978346981E-3
1.008071333E0,-1.279823482E-5,-7.401145995E-4,1.970903948E-3,2.105325577E-3
1.018028333E0,9.440032300E-4,-8.688867092E-5,4.493901506E-3,4.592803336E-3
1.027985333E0,-1.123408787E-3,4.558628425E-4,8.847862482E-4,1.500901375E-3
1.037942333E0,-1.832012553E-3,-5.184747279E-4,-4.243440926E-4,1.950680380E-3
1.047899333E0,-2.077289857E-3,3.779456019E-4,2.612724900E-3,3.359212323E-3
1.057855333E0,-3.972458653E-4,-1.068091020E-3,1.930626109E-3,2.241860807E-3
1.067812333E0,8.299386827E-4,2.620919608E-3,1.327265054E-4,2.752386988E-3
1.077769333E0,-7.929229178E-4,2.124631777E-3,9.157191962E-4,2.445675487E-3
1.087726333E0,4.292016383E-4,5.600238219E-4,7.455423474E-4,1.026486298E-3
1.097683333E0,-4.460226046E-4,-1.139469445E-3,2.717597410E-3,2.980379584E-3
1.107640333E0,3.185708774E-4,7.284721360E-4,1.564715058E-3,1.755133120E-3
1.117597333E0,-6.287492579E-4,1.598613337E-3,1.609520987E-3,2.354028045E-3
1.127554333E0,-7.448630640E-4,-1.172139309E-3,2.814335749E-3,3.138346260E-3
1.137510333E0,-2.463486511E-3,-1.358687878E-4,-1.309011132E-4,2.470700552E-3
1.147467333E0,1.546168816E-3,1.636996865E-3,2.785526216E-3,3.581836546E-3
1.157424333E0,-1.532608876E-3,2.282802016E-4,2.524824813E-3,2.962387914E-3
1.167381333E0,7.614380447E-4,-4.066182300E-4,1.916026697E-3,2.101495797E-3
1.177338333E0,1.093634171E-3,7.009468973E-4,4.684720188E-4,1.380879534E-3
1.187295333E0,2.012089826E-4,-1.194691285E-3,9.318627417E-4,1.528443814E-3
1.197252333E0,1.486204215E-3,-1.421423629E-3,-5.579926074E-5,2.057270439E-3
1.207209333E0,-5.199550651E-4,2.502426505E-4,1.982318237E-3,2.064596873E-3
1.217165333E0,3.599635093E-4,-2.659894526E-4,-3.563165665E-4,5.720888152E-4
1.227122333E0,-8.041041438E-4,1.408872195E-3,-6.159748882E-4,1.735202985E-3
1.237079333E0,2.135661896E-3,-5.256365985E-4,1.542499289E-3,2.686382256E-3
1.247036333E0,-1.607943559E-3,-5.240384489E-4,5.472768098E-4,1.777529379E-3
1.256993333E0,-1.820028061E-3,7.741749287E-4,4.857517779E-4,2.036615760E-3
1.266950333E0,1.093470259E-3,-9.659342468E-4,9.160488844E-5,1.461881538E-3
1.276907333E0,6.757716183E-4,-5.758479238E-4,1.340173185E-5,8.879457854E-4
1.286864333E0,1.499487320E-3,-1.139905304E-3,-4.463905469E-3,4.845028210E-3
