"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.100166669E-3,4.236440873E-4,-3.475190140E-3,-3.518544137E-1,3.518718302E-1
1.405616667E-2,2.794390079E-3,-4.487990402E-3,-3.525609374E-1,3.526005747E-1
2.401316667E-2,4.900856409E-3,-5.152146332E-3,-3.568428755E-1,3.569137162E-1
3.396916667E-2,1.513315714E-3,-2.104424872E-3,-3.623473644E-1,3.623566354E-1
4.392516667E-2,3.663640236E-3,-4.621514119E-3,-3.686863780E-1,3.687335433E-1
5.388116667E-2,4.153395537E-3,-3.214831464E-3,-3.675436080E-1,3.675811333E-1
6.383716667E-2,2.845560201E-3,-2.392471768E-3,-3.656582832E-1,3.656771817E-1
7.379316667E-2,4.149177577E-3,-3.019912168E-3,-3.593724072E-1,3.594090464E-1
8.374916667E-2,4.723030142E-3,-1.797175035E-3,-3.520374000E-1,3.520736682E-1
9.370516667E-2,1.526704174E-3,-5.163411610E-3,-3.483041823E-1,3.483457981E-1
1.036621667E-1,3.359867493E-3,-5.990613252E-3,-3.518900275E-1,3.519570537E-1
1.136181667E-1,2.402993618E-3,-3.559947014E-3,-3.589194417E-1,3.589451396E-1
1.235741667E-1,7.435466163E-3,-3.851098008E-3,-3.663208187E-1,3.664165107E-1
1.335301667E-1,4.229819402E-3,-3.972537816E-3,-3.708870709E-1,3.709324626E-1
1.434861667E-1,2.562787617E-3,-5.329581909E-3,-3.683480024E-1,3.683954712E-1
1.534421667E-1,4.261618014E-3,-2.914627083E-3,-3.611385524E-1,3.611754567E-1
1.633981667E-1,3.019961063E-3,-2.629054710E-3,-3.570795655E-1,3.571020137E-1
1.733541667E-1,4.175240174E-3,-4.078613594E-3,-3.529947996E-1,3.530430516E-1
1.833101667E-1,1.278319396E-3,-3.227484412E-3,-3.520381153E-1,3.520552305E-1
1.932671667E-1,4.528973717E-3,-3.469299525E-3,-3.613528013E-1,3.613978343E-1
2.032231667E-1,5.653720349E-3,-3.167233430E-3,-3.665299714E-1,3.665872554E-1
2.131791667E-1,3.575656097E-3,-2.092381939E-3,-3.677552938E-1,3.677786284E-1
2.231351667E-1,4.037836101E-3,-3.045760095E-3,-3.616870046E-1,3.617223660E-1
2.330911667E-1,3.955012187E-3,-9.210901335E-4,-3.562901020E-1,3.563132432E-1
2.430471667E-1,5.396387540E-3,-5.616405047E-3,-3.580833077E-1,3.581680057E-1
2.530031667E-1,2.479693154E-3,-3.268828616E-3,-3.601839840E-1,3.602073521E-1
2.629591667E-1,4.662468564E-3,-2.764939331E-3,-3.639759123E-1,3.640162747E-1
2.729161667E-1,4.088557325E-3,-1.885830425E-3,-3.627559245E-1,3.627838659E-1
2.828721667E-1,3.626421792E-3,-4.259675741E-3,-3.596424758E-1,3.596859828E-1
2.928281667E-1,4.524173215E-3,-5.617622286E-3,-3.552461565E-1,3.553193739E-1
3.027841667E-1,4.179066978E-3,-5.177377723E-3,-3.580370545E-1,3.580988722E-1
3.127401667E-1,3.276788164E-3,-6.420540623E-3,-3.612852991E-1,3.613572028E-1
3.226961667E-1,4.308203235E-3,-5.322111771E-3,-3.645803630E-1,3.646446580E-1
3.326521667E-1,3.352661151E-3,-6.325058639E-3,-3.704350591E-1,3.705042236E-1
3.426081667E-1,1.732981880E-3,-3.170944750E-3,-3.733677268E-1,3.733852133E-1
3.525641667E-1,6.325336639E-3,-3.358164802E-3,-3.703045845E-1,3.703738280E-1
3.625211667E-1,4.322608002E-3,-3.645028919E-3,-3.616698682E-1,3.617140649E-1
