"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.383333387E-5,-1.114088809E-4,2.135050483E-3,2.273683250E-1,2.273783764E-1
9.989833336E-3,-1.986008137E-3,1.367794350E-3,2.295521200E-1,2.295647858E-1
1.994583333E-2,-3.152259160E-3,1.617929898E-3,2.321970612E-1,2.322240936E-1
2.990183334E-2,-2.114159055E-3,4.988694564E-4,2.336455435E-1,2.336556409E-1
3.985783333E-2,-4.579864908E-4,1.624656841E-3,2.376440465E-1,2.376500413E-1
4.981383334E-2,-1.867597806E-3,3.311596811E-4,2.367271185E-1,2.367347170E-1
5.976983333E-2,-3.717445303E-3,2.605411224E-3,2.362095714E-1,2.362531887E-1
6.972583333E-2,-2.942731604E-3,3.802502062E-3,2.360660285E-1,2.361149900E-1
7.968183334E-2,-5.227028392E-3,2.457752824E-3,2.377191484E-1,2.377893099E-1
8.963783333E-2,-1.139076194E-3,4.287344869E-3,2.360333651E-1,2.360750480E-1
9.959383334E-2,-3.811241128E-3,3.284509294E-3,2.340601385E-1,2.341142071E-1
1.095498333E-1,-1.906015910E-3,4.492519423E-3,2.372599244E-1,2.373101080E-1
1.195058333E-1,-5.917138187E-4,2.857595682E-3,2.355715483E-1,2.355896228E-1
1.294618333E-1,-2.348867245E-3,3.501814790E-3,2.328609824E-1,2.328991563E-1
1.394178333E-1,-3.094457090E-3,1.963777468E-3,2.342786640E-1,2.343073291E-1
1.493738333E-1,-2.212151885E-3,1.009033993E-3,2.373157442E-1,2.373281993E-1
1.593298333E-1,-4.000791349E-3,1.600320451E-3,2.336875945E-1,2.337273180E-1
1.692858333E-1,-3.119817935E-3,2.225897275E-3,2.338620424E-1,2.338934432E-1
1.792418333E-1,-3.929923289E-3,4.625839181E-3,2.332394868E-1,2.333184538E-1
1.891978333E-1,-2.818852430E-3,3.436204977E-3,2.345843911E-1,2.346264904E-1
1.991538333E-1,-2.509872895E-3,2.249081619E-3,2.344223559E-1,2.344465798E-1
2.091098333E-1,-1.516513410E-3,1.394206658E-3,2.330732048E-1,2.330823082E-1
2.190658333E-1,1.086806878E-4,1.167044044E-3,2.315992266E-1,2.316021925E-1
2.290218333E-1,-3.153691534E-3,1.509260386E-3,2.321808636E-1,2.322071857E-1
2.389778333E-1,-2.387195127E-3,1.280438155E-3,2.294531912E-1,2.294691813E-1
2.489338333E-1,8.453498594E-4,7.677795365E-4,2.296910137E-1,2.296938525E-1
2.588898333E-1,-1.600104617E-3,6.295647472E-4,2.323123962E-1,2.323187597E-1
2.688458333E-1,-1.201429404E-3,-8.855070919E-4,2.328671366E-1,2.328719194E-1
2.788008333E-1,-1.967721153E-3,2.470437437E-3,2.316015214E-1,2.316230552E-1
2.887568333E-1,-1.692883088E-3,-5.613053218E-4,2.353635132E-1,2.353702706E-1
2.987128333E-1,-1.677604392E-3,1.932622865E-3,2.341292202E-1,2.341432065E-1
3.086688333E-1,-3.617983777E-3,2.572313882E-3,2.359090149E-1,2.359507786E-1
3.186248333E-1,6.634013262E-4,-4.379153252E-4,2.320353687E-1,2.320367303E-1
3.285808333E-1,-8.865584387E-4,7.615722716E-4,2.334383279E-1,2.334412537E-1
3.385368333E-1,-2.897003433E-3,2.196515910E-3,2.316596806E-1,2.316882063E-1
3.484928333E-1,-2.395796822E-3,8.462835103E-5,2.288689613E-1,2.288815162E-1
3.584488333E-1,-1.202414860E-3,2.505848184E-3,2.284922153E-1,2.285091191E-1
3.684048333E-1,-1.387483208E-4,1.561758108E-3,2.256234586E-1,2.256289064E-1
3.783608333E-1,-3.438561689E-4,9.939959273E-4,2.243477404E-1,2.243502059E-1
3.883168333E-1,-2.747358987E-3,7.167607546E-4,2.302943170E-1,2.303118194E-1
3.982728333E-1,1.175693353E-3,2.821350470E-3,2.304466069E-1,2.304668759E-1
4.082288333E-1,-1.971097663E-3,3.158240579E-3,2.316804379E-1,2.317103473E-1
4.181848333E-1,1.470401185E-4,-1.174419187E-3,2.295433581E-1,2.295464095E-1
4.281408333E-1,-8.284758078E-4,-8.516442031E-4,2.309111655E-1,2.309142222E-1
4.380966667E-1,-2.061629901E-3,5.977395922E-4,2.312346399E-1,2.312446027E-1
4.480526667E-1,-2.118088771E-3,4.745612852E-3,2.327238768E-1,2.327818936E-1
4.580086667E-1,4.166385625E-4,2.363922074E-3,2.297336310E-1,2.297461707E-1
4.679646667E-1,-3.224967746E-3,3.625994083E-3,2.299147248E-1,2.299659300E-1
4.779206667E-1,-1.077443478E-3,1.439195126E-3,2.302609682E-1,2.302679866E-1
4.878766667E-1,-3.165628295E-3,1.203771681E-3,2.329986989E-1,2.330233121E-1
4.978326667E-1,-1.183731365E-3,1.063052565E-3,2.318286300E-1,2.318340893E-1
5.077886667E-1,-1.694791834E-3,4.961387720E-3,2.317213118E-1,2.317806162E-1
5.177446667E-1,-3.517674282E-3,1.270406879E-3,2.344042510E-1,2.344340864E-1
5.277006667E-1,-1.951469108E-3,1.380128786E-3,2.336593568E-1,2.336715815E-1
5.376566667E-1,-2.398737706E-3,1.656088047E-3,2.326298207E-1,2.326480820E-1
5.476126667E-1,-3.453082871E-3,9.479532018E-4,2.329059839E-1,2.329335093E-1
5.575686667E-1,-9.277181234E-4,9.909709916E-4,2.299328297E-1,2.299368367E-1
5.675246667E-1,-5.484840367E-4,-1.491280273E-4,2.294784933E-1,2.294791973E-1
5.774806667E-1,-4.673809744E-4,1.461497508E-3,2.302891165E-1,2.302942283E-1
5.874366667E-1,-3.216029378E-3,2.681225538E-3,2.319402695E-1,2.319780602E-1
5.973926667E-1,-6.224713288E-4,2.548465040E-3,2.300238907E-1,2.300388499E-1
6.073486667E-1,-2.191339387E-3,-1.212184317E-3,2.296800762E-1,2.296937282E-1
6.173046667E-1,-3.043322824E-3,1.492101699E-3,2.291836441E-1,2.292087060E-1
6.272606667E-1,-2.410023008E-3,2.328068018E-3,2.290209234E-1,2.290454354E-1
6.372166667E-1,1.268160762E-3,2.327411436E-3,2.306001186E-1,2.306153503E-1
6.471726667E-1,-2.141750883E-3,8.509550244E-4,2.320326567E-1,2.320441014E-1
6.571286667E-1,-1.076872228E-3,8.366061375E-4,2.338600308E-1,2.338640065E-1
6.670836667E-1,-1.881413162E-3,3.303401172E-6,2.355404794E-1,2.355479934E-1
6.770396667E-1,-4.008371383E-3,2.990857232E-3,2.365487069E-1,2.366015702E-1
6.869956667E-1,3.592123976E-4,1.913608052E-3,2.330892533E-1,2.330973851E-1
6.969516667E-1,1.846507308E-3,3.373405430E-3,2.301545739E-1,2.301867011E-1
7.069076667E-1,1.163939130E-3,-3.182683140E-4,2.267457247E-1,2.267489354E-1
7.168636667E-1,-5.357109476E-4,1.200848259E-3,2.250258625E-1,2.250297043E-1
7.268196667E-1,-1.905641053E-3,1.377146691E-4,2.259827405E-1,2.259908172E-1
