"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338109013994E9,"2024-08-22 16:48:29.014 UTC+02:00"
"PAUSE",1.049728675000006E1,1.724338119510702E9,"2024-08-22 16:48:39.511 UTC+02:00"
