"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338199741229E9,"2024-08-22 16:49:59.741 UTC+02:00"
"PAUSE",1.064137020833368E1,1.724338210382013E9,"2024-08-22 16:50:10.382 UTC+02:00"
