"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338578063165E9,"2024-08-22 16:56:18.063 UTC+02:00"
"PAUSE",1.268439600000056E1,1.724338590746862E9,"2024-08-22 16:56:30.747 UTC+02:00"
