"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
-7.153333354E-4,9.620795026E-5,2.289702184E-3,-2.457462810E-2,2.468125480E-2
9.241666667E-3,2.440322191E-3,8.649108931E-4,-2.752541192E-2,2.764690841E-2
1.919766666E-2,-3.925161436E-4,7.614539936E-4,-2.777421661E-2,2.778742502E-2
2.915466667E-2,1.415770268E-3,-1.679891720E-4,-3.001846187E-2,3.005229906E-2
3.911166667E-2,8.106265450E-4,-3.113513812E-4,-3.006829880E-2,3.008083523E-2
4.906866666E-2,-1.502062543E-3,2.651947550E-3,-2.507460676E-2,2.525915521E-2
5.902466667E-2,2.967542969E-4,1.054437831E-3,-2.311594225E-2,2.314188170E-2
6.898166666E-2,-8.239038289E-4,-2.121618018E-4,-2.476363815E-2,2.477824862E-2
7.893866667E-2,1.237424323E-3,3.495216370E-4,-2.572281286E-2,2.575493129E-2
8.889566666E-2,-5.900368560E-4,3.295475617E-4,-2.861367539E-2,2.862165551E-2
9.885266667E-2,1.883476856E-3,-6.163315848E-4,-2.920388803E-2,2.927105098E-2
1.088086667E-1,-6.814135704E-4,1.882513054E-3,-2.953039110E-2,2.959817863E-2
1.187656667E-1,-2.242831979E-4,1.728408039E-3,-2.504986152E-2,2.511042133E-2
1.287226667E-1,-4.293464590E-4,1.376338303E-3,-2.363625541E-2,2.368018614E-2
1.386796667E-1,1.196386060E-3,-1.673248596E-3,-2.374997362E-2,2.383888310E-2
1.486356667E-1,-8.752383292E-5,8.807228878E-4,-2.602111548E-2,2.603616301E-2
1.585926667E-1,5.127561744E-4,-6.069568917E-4,-2.694158442E-2,2.695329825E-2
1.685496667E-1,1.223287545E-3,2.471391112E-3,-2.855146490E-2,2.868432245E-2
1.785066667E-1,2.503122436E-3,3.685168922E-4,-2.652154490E-2,2.664195508E-2
1.884626667E-1,-3.198282793E-4,-1.710392535E-4,-2.655723318E-2,2.655970969E-2
1.984196667E-1,-6.162506761E-4,1.109286211E-3,-2.563423105E-2,2.566562063E-2
2.083766667E-1,-8.301025955E-4,-1.290841028E-4,-2.270581760E-2,2.272135308E-2
2.183336667E-1,-1.603960758E-3,1.846253872E-4,-2.558284253E-2,2.563373965E-2
2.282906667E-1,3.358857939E-4,3.614593297E-4,-2.684437856E-2,2.684891306E-2
2.382466667E-1,-9.854886448E-4,1.324214041E-3,-2.840075083E-2,2.844867973E-2
2.482036667E-1,1.809232519E-3,-6.910003722E-4,-2.830887400E-2,2.837504451E-2
2.581606667E-1,-1.467830385E-3,-7.366258651E-4,-2.583548985E-2,2.588763565E-2
2.681176667E-1,-1.050907886E-4,1.956095919E-3,-2.511670254E-2,2.519297723E-2
2.780736667E-1,2.008526353E-3,-1.410020515E-3,-2.567015029E-2,2.578718581E-2
2.880306667E-1,-3.528986126E-4,1.236362383E-3,-2.372205071E-2,2.375686889E-2
2.979876667E-1,1.946798759E-3,-9.710155427E-4,-2.442937158E-2,2.452604926E-2
3.079446667E-1,-7.235527737E-4,1.274828799E-3,-2.575083263E-2,2.579252020E-2
3.179016667E-1,9.743174887E-4,-2.031930722E-3,-2.638949826E-2,2.648553673E-2
3.278576667E-1,-2.303638030E-5,6.903707981E-5,-2.805503830E-2,2.805513270E-2
3.378146667E-1,1.415476319E-3,1.882808283E-4,-2.661072835E-2,2.664901286E-2
3.477716667E-1,9.683315875E-4,1.257806085E-3,-2.574706823E-2,2.579595442E-2
3.577286667E-1,2.104369923E-4,-1.673601568E-3,-2.653317712E-2,2.658673944E-2
3.676846667E-1,1.510485308E-4,1.182106324E-3,-2.774091996E-2,2.776650557E-2
3.776416667E-1,-6.346043665E-4,1.177625731E-3,-2.586839348E-2,2.590295941E-2
3.875986667E-1,-2.800286748E-3,1.704180613E-4,-2.743672952E-2,2.757978925E-2
3.975556667E-1,4.884670489E-4,2.503450960E-4,-2.461006679E-2,2.461618695E-2
4.075116667E-1,3.493045457E-3,1.784395427E-4,-2.652142011E-2,2.675105478E-2
4.174686667E-1,-5.216469290E-4,-9.599858895E-4,-2.638674155E-2,2.640935096E-2
4.274256667E-1,-7.615977665E-4,-1.567769796E-4,-2.674440295E-2,2.675570405E-2
4.373826667E-1,8.102096617E-4,1.945545897E-3,-2.653428540E-2,2.661784909E-2
4.473386667E-1,3.358055837E-3,1.781494357E-3,-2.380640805E-2,2.410799298E-2
4.572956667E-1,-1.137773623E-3,1.524275169E-3,-2.271977440E-2,2.279925640E-2
4.672526667E-1,7.773055695E-4,-1.464324072E-3,-2.439996600E-2,2.445622190E-2
4.772096667E-1,-1.407684758E-4,-3.130482510E-4,-2.360253409E-2,2.360502977E-2
4.871666667E-1,3.814775264E-4,1.317871734E-3,-2.770034224E-2,2.773429774E-2
4.971226667E-1,1.709529432E-3,-9.445054457E-4,-2.800097689E-2,2.806900939E-2
5.070796667E-1,1.031488646E-3,-2.733888105E-4,-2.751814574E-2,2.753882814E-2
5.170366667E-1,7.403936470E-4,1.272856258E-3,-2.370966598E-2,2.375534902E-2
5.269936667E-1,-8.644273039E-4,9.360909462E-5,-2.231949568E-2,2.233642506E-2
5.369496667E-1,-1.634337706E-3,-1.269373111E-3,-2.539526671E-2,2.547944150E-2
5.469066667E-1,3.340046387E-4,-3.284784034E-4,-2.220559865E-2,2.221053959E-2
5.568636667E-1,1.507101348E-3,6.089163944E-4,-2.605613507E-2,2.610678664E-2
5.668206667E-1,1.840429613E-4,1.184691675E-3,-2.529420517E-2,2.532260219E-2
5.767766667E-1,-1.700427383E-4,-1.665198244E-3,-2.795361355E-2,2.800368387E-2
5.867336667E-1,-2.661696402E-3,1.060014591E-3,-2.528113127E-2,2.544295299E-2
5.966906667E-1,1.393202227E-3,2.608662471E-4,-2.410638519E-2,2.414802001E-2
6.066476667E-1,7.067644037E-5,-1.787637360E-3,-2.206933312E-2,2.214172773E-2
6.166046667E-1,-1.649616752E-3,6.109261885E-4,-2.603305504E-2,2.609242075E-2
6.265606667E-1,1.277771080E-4,-1.578991301E-3,-2.646075934E-2,2.650813697E-2
6.365176667E-1,2.374043688E-3,2.277353778E-4,-2.434295416E-2,2.445950457E-2
6.464746667E-1,-4.808650119E-4,1.329218969E-3,-2.419275045E-2,2.423400975E-2
6.564316667E-1,1.265222905E-3,-1.771288924E-3,-2.515288070E-2,2.524689408E-2
6.663876667E-1,-6.972604897E-4,-7.302593440E-4,-2.283699438E-2,2.285930365E-2
6.763446667E-1,-1.454657642E-3,-2.574427053E-4,-2.359765954E-2,2.364385420E-2
6.863016667E-1,-4.056387115E-4,-1.600475051E-3,-2.096459083E-2,2.102950622E-2
6.962586667E-1,-3.325421130E-4,-2.331057563E-3,-2.452953905E-2,2.464229493E-2
7.062146667E-1,-5.477434024E-5,1.553428359E-3,-2.673117444E-2,2.677632960E-2
7.161716667E-1,-2.538816771E-4,-6.528478116E-5,-2.419661917E-2,2.419803912E-2
7.261286667E-1,8.888806333E-4,2.924113534E-3,-2.540515922E-2,2.558833062E-2
7.360856667E-1,-8.285080548E-4,-2.535060048E-5,-2.426046506E-2,2.427462117E-2
7.460416667E-1,2.008291194E-3,9.560249746E-4,-2.415926382E-2,2.426143536E-2
7.559986667E-1,1.025658916E-3,7.805489004E-4,-2.197360061E-2,2.201136880E-2
7.659556667E-1,3.639018862E-3,-1.134751365E-4,-2.250117250E-2,2.279381711E-2
7.759126667E-1,-3.921426833E-4,-1.813730225E-3,-2.442573756E-2,2.449612313E-2
7.858696667E-1,-2.435382921E-4,3.950959072E-4,-2.390828356E-2,2.391278810E-2
