"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
5.667791669E-3,-1.829025336E-3,2.812594175E-4,-2.574102022E-3,3.170243170E-3
1.562479167E-2,1.292314613E-3,-1.436440274E-3,-1.690112054E-3,2.567083263E-3
2.558179167E-2,1.971420832E-3,-1.199951395E-3,5.251048133E-4,2.366879488E-3
3.553879167E-2,-4.005498253E-3,-1.193187200E-3,3.174479119E-3,5.248335891E-3
4.549579167E-2,-1.905198442E-4,-1.062159427E-3,2.654629759E-3,2.865578409E-3
5.545279167E-2,-1.531479065E-3,-2.010220662E-3,7.510269061E-4,2.636371872E-3
6.540879167E-2,1.464044442E-3,-9.774463251E-4,-7.970687002E-4,1.932393842E-3
7.536579167E-2,-9.523315821E-4,-2.149857581E-3,-1.385277137E-3,2.729068670E-3
8.532279167E-2,2.514170483E-4,-1.131464727E-3,1.554585993E-3,1.939113347E-3
9.527979167E-2,-7.678922266E-4,-6.878711283E-4,2.737748437E-3,2.925421621E-3
1.052367917E-1,8.417222416E-4,-2.015457489E-3,1.610699110E-3,2.713838028E-3
1.151937917E-1,5.896516377E-4,1.782901585E-3,3.062996082E-3,3.592822305E-3
1.251507917E-1,-1.095330459E-3,-1.247775741E-3,2.728020772E-4,1.682591480E-3
1.351067917E-1,-2.986450214E-3,5.277236924E-4,-3.404235467E-4,3.051764304E-3
1.450637917E-1,5.720655899E-4,4.339804873E-4,-2.498757094E-4,7.602867700E-4
1.550207917E-1,-1.807800843E-3,4.811491817E-4,5.399938673E-4,1.947111142E-3
1.649777917E-1,1.719023334E-3,1.203664578E-3,3.503765911E-4,2.127583934E-3
1.749347917E-1,5.672788247E-4,3.532432020E-4,1.995088533E-4,6.974165235E-4
1.848917917E-1,6.935127312E-4,-4.845866933E-4,1.332418062E-3,1.578328883E-3
1.948487917E-1,-2.764047822E-3,1.489928924E-3,4.889247939E-4,3.177876022E-3
2.048047917E-1,-1.605039928E-3,-6.326101720E-4,-2.807285637E-4,1.747900834E-3
2.147617917E-1,6.011280930E-4,2.581700683E-4,-4.271734506E-4,7.813347075E-4
2.247187917E-1,1.974786632E-3,-7.792096585E-5,6.873589009E-4,2.092442634E-3
2.346757917E-1,9.015408577E-4,7.749442011E-5,1.341762021E-3,1.618365418E-3
