"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724254724656035E9,"2024-08-21 17:38:44.656 UTC+02:00"
"PAUSE",2.338821308333354E1,1.724254748044166E9,"2024-08-21 17:39:08.044 UTC+02:00"
