"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724333432794765E9,"2024-08-22 15:30:32.795 UTC+02:00"
"PAUSE",1.040701891666686E1,1.724333443201500E9,"2024-08-22 15:30:43.202 UTC+02:00"
