"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338608017842E9,"2024-08-22 16:56:48.018 UTC+02:00"
"PAUSE",1.355809166666950E1,1.724338621575187E9,"2024-08-22 16:57:01.575 UTC+02:00"
