"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
-1.079791669E-3,-1.007023035E-3,1.428056508E-3,3.794097900E-2,3.798119704E-2
8.876208332E-3,2.136838622E-3,1.600628719E-3,3.226524964E-2,3.237552202E-2
1.883220833E-2,2.321877400E-4,-2.158898860E-4,3.331553191E-2,3.331704047E-2
2.878820833E-2,-1.151324483E-3,-7.525170222E-4,3.703064099E-2,3.705617630E-2
3.874420833E-2,9.220854845E-4,1.912098378E-5,3.990619630E-2,3.991685246E-2
4.870020833E-2,-7.162912516E-4,-8.293623105E-4,4.008862376E-2,4.010359922E-2
5.865620833E-2,-1.035488443E-3,-2.790428698E-5,3.897367045E-2,3.898743392E-2
6.861220833E-2,-4.165697610E-4,-1.911567524E-4,3.527507558E-2,3.527805308E-2
7.856820833E-2,2.144584898E-3,7.369024679E-4,3.580658138E-2,3.587831573E-2
8.852420833E-2,7.381696487E-4,-1.597890630E-3,3.672643751E-2,3.676859205E-2
9.848020833E-2,2.375422278E-3,-1.054950058E-3,3.581524268E-2,3.590942994E-2
1.084362083E-1,-4.536537454E-4,3.682430834E-4,3.733164817E-2,3.733622048E-2
1.183924167E-1,1.025348902E-4,1.879209653E-3,3.905755281E-2,3.910286913E-2
1.283484167E-1,8.775148308E-4,-9.815571830E-4,3.625857085E-2,3.628246749E-2
1.383044167E-1,7.543857209E-4,2.336438745E-3,3.577292338E-2,3.585707867E-2
1.482604167E-1,-2.896807855E-3,-1.424318179E-4,3.454414383E-2,3.466568412E-2
1.582164167E-1,-1.090866746E-3,-1.005499624E-3,3.704159707E-2,3.707129527E-2
1.681724167E-1,-2.975585870E-3,1.355659217E-3,3.626688197E-2,3.641398977E-2
1.781284167E-1,-1.781745115E-3,9.996965528E-4,3.607603535E-2,3.613383920E-2
1.880844167E-1,1.434554579E-3,1.561623067E-3,3.915491700E-2,3.921229576E-2
1.980404167E-1,-2.296261024E-3,2.561392263E-3,3.576711565E-2,3.593215979E-2
2.079964167E-1,-1.214751275E-3,2.706534229E-3,3.746541217E-2,3.758268294E-2
2.179534167E-1,-1.605801866E-3,1.773090102E-3,3.757770360E-2,3.765376815E-2
2.279094167E-1,-7.908744738E-4,1.286530867E-3,3.466606885E-2,3.469894773E-2
2.378654167E-1,9.173037251E-4,-1.509273425E-4,3.730030358E-2,3.731188647E-2
2.478214167E-1,6.935981801E-4,1.003020443E-3,3.742094338E-2,3.744080838E-2
2.577774167E-1,6.992147537E-4,7.688142359E-4,3.854813427E-2,3.856213988E-2
2.677334167E-1,2.177152783E-4,1.429277472E-3,3.951752558E-2,3.954396366E-2
2.776894167E-1,-1.137175597E-3,-5.108751357E-4,3.676188365E-2,3.678301579E-2
2.876454167E-1,9.470142541E-4,-3.984896466E-4,3.583430499E-2,3.584903128E-2
2.976014167E-1,7.802534383E-4,6.511649117E-4,3.321913630E-2,3.323467809E-2
3.075574167E-1,5.108001642E-5,1.926020719E-3,3.486283869E-2,3.491603766E-2
3.175134167E-1,-1.532854978E-3,1.017143019E-3,3.634579480E-2,3.639232094E-2
3.274694167E-1,2.788935672E-4,6.435019895E-4,3.806246817E-2,3.806892906E-2
3.374254167E-1,-1.512411633E-3,7.104454562E-4,3.520392254E-2,3.524355663E-2
3.473814167E-1,-1.360611408E-3,1.386888325E-3,3.458606824E-2,3.464059525E-2
3.573374167E-1,-2.131357323E-4,7.412023842E-4,3.371080384E-2,3.371962490E-2
3.672934167E-1,-1.620029798E-4,4.461240023E-4,3.631351143E-2,3.631661306E-2
3.772494167E-1,-7.461225614E-4,8.475407958E-4,3.770178184E-2,3.771868739E-2
3.872054167E-1,-2.758140676E-3,-5.420576781E-5,3.983470798E-2,3.993011693E-2
3.971614167E-1,-2.319503808E-3,-3.142915666E-4,3.706849366E-2,3.714232222E-2
4.071174167E-1,2.195353154E-3,9.214151651E-4,3.718673810E-2,3.726287794E-2
4.170734167E-1,-8.046757430E-4,1.025906764E-3,3.696263954E-2,3.698562842E-2
4.270294167E-1,-2.599379979E-3,3.856830299E-4,3.501027450E-2,3.510875743E-2
4.369854167E-1,-4.455954768E-4,1.924443990E-3,3.773415834E-2,3.778582731E-2
4.469424167E-1,1.762526226E-4,5.675638095E-4,3.643826395E-2,3.644311010E-2
4.568984167E-1,-4.145317944E-4,2.895629033E-3,3.891687840E-2,3.902665664E-2
4.668544167E-1,5.740335910E-4,-1.893799752E-3,3.798237443E-2,3.803388962E-2
4.768104167E-1,-1.147494535E-3,1.641878858E-3,3.764436394E-2,3.769762123E-2
4.867664167E-1,7.465456147E-4,6.722221151E-4,3.517747670E-2,3.519181837E-2
4.967224167E-1,-3.794652876E-4,6.223330274E-4,3.453360498E-2,3.454129652E-2
5.066784167E-1,-2.253798069E-3,-1.032821834E-3,3.441855684E-2,3.450772930E-2
5.166344167E-1,1.216076198E-3,-1.766728237E-3,3.168431297E-2,3.175682381E-2
5.265904167E-1,-1.905148616E-3,-2.298178151E-4,3.301882371E-2,3.307453895E-2
5.365464167E-1,-1.775798155E-3,5.162963644E-4,3.555053473E-2,3.559860307E-2
5.465024167E-1,-7.893632865E-4,3.346689045E-4,3.567490354E-2,3.568520478E-2
5.564584167E-1,-1.801075414E-3,-2.345433459E-4,3.143287823E-2,3.148530954E-2
5.664144167E-1,-3.714822931E-3,7.944367826E-5,3.181051463E-2,3.202678663E-2
5.763704167E-1,-1.022972865E-4,1.861201599E-4,3.137266636E-2,3.137338522E-2
5.863264167E-1,-1.730021322E-3,1.211389899E-4,3.493890166E-2,3.498191673E-2
5.962824167E-1,9.421207942E-4,-1.239133999E-3,3.722211719E-2,3.725465142E-2
6.062384167E-1,-5.010461900E-4,-1.543533057E-3,3.824423999E-2,3.827865507E-2
6.161944167E-1,-8.427734720E-4,-1.446505077E-3,3.551588953E-2,3.555532383E-2
6.261504167E-1,-7.812543772E-4,1.908811741E-3,3.237522393E-2,3.244085457E-2
6.361064167E-1,-3.475698177E-4,3.775674850E-5,2.753556147E-2,2.753778088E-2
6.460624167E-1,9.504549089E-4,-6.988737732E-4,3.111831471E-2,3.114066954E-2
6.560184167E-1,-9.631894063E-4,1.960660331E-3,3.329502791E-2,3.336661215E-2
6.659744167E-1,-1.276909839E-3,-9.778710082E-4,3.618988395E-2,3.622560463E-2
6.759304167E-1,-2.779569477E-3,-2.731364220E-4,3.726163507E-2,3.736616193E-2
6.858874167E-1,-1.221087528E-3,2.040883526E-3,3.734845296E-2,3.742409917E-2
6.958434167E-1,-9.677052731E-4,-2.305895090E-3,3.399559110E-2,3.408744373E-2
7.057994167E-1,-2.593831625E-3,-2.094544470E-4,2.931188792E-2,2.942717464E-2
7.157554167E-1,7.714494132E-5,1.408345997E-4,2.726537734E-2,2.726585020E-2
7.257114167E-1,7.181678666E-4,5.086176097E-4,3.123854846E-2,3.125094185E-2
7.356674167E-1,-6.930383388E-4,1.863612793E-3,3.527575731E-2,3.533174789E-2
7.456234167E-1,9.770300239E-4,1.940773800E-4,3.626219183E-2,3.627587091E-2
7.555794167E-1,-1.627363730E-3,-8.416185156E-4,3.611558303E-2,3.616202390E-2
7.655354167E-1,-2.004419221E-4,6.657298654E-4,3.049764410E-2,3.050556783E-2
7.754914167E-1,-3.017046256E-3,-5.765259266E-4,3.061775118E-2,3.077144192E-2
7.854474167E-1,-6.183369551E-4,2.818107605E-4,2.911759168E-2,2.912551979E-2
7.954034167E-1,1.120783039E-3,-3.508022055E-4,2.956559509E-2,2.958891059E-2
8.053594167E-1,-1.135921339E-4,4.073996097E-4,3.409163654E-2,3.409425992E-2
8.153154167E-1,1.166774309E-3,1.772374846E-3,3.576764464E-2,3.583053277E-2
8.252714167E-1,-1.751251286E-3,1.002188772E-3,3.859405965E-2,3.864676834E-2
8.352274167E-1,-1.496252837E-3,-2.722032368E-3,3.472622484E-2,3.486486662E-2
8.451834167E-1,-1.817962620E-3,2.103745937E-4,3.207344934E-2,3.212561903E-2
8.551394167E-1,1.366342534E-3,-2.834292129E-3,3.108393401E-2,3.124277608E-2
8.650954167E-1,1.822542050E-3,1.256057061E-3,3.017899022E-2,3.026005270E-2
8.750514167E-1,-2.795325359E-3,1.288403757E-3,3.437517583E-2,3.451270116E-2
8.850074167E-1,-1.027252991E-3,-1.230714843E-4,3.426624835E-2,3.428186359E-2
8.949634167E-1,-1.539406483E-3,-4.483852535E-5,3.759225458E-2,3.762378752E-2
9.049194167E-1,-1.111170161E-3,1.023088582E-3,3.389179707E-2,3.392543762E-2
9.148764167E-1,-7.365756901E-4,9.437538683E-4,3.191406280E-2,3.193650919E-2
9.248324167E-1,-2.872697078E-3,-1.318867318E-3,3.283125907E-2,3.298307705E-2
9.347884167E-1,-6.328789750E-4,-1.190183684E-4,3.152272850E-2,3.152930563E-2
9.447444167E-1,-4.999398254E-3,1.628015190E-3,3.586528078E-2,3.624862455E-2
9.547004167E-1,5.997047410E-4,7.887966931E-4,3.393349424E-2,3.394795837E-2
9.646564167E-1,1.132603269E-3,-1.251451671E-3,3.451299667E-2,3.455424519E-2
9.746124167E-1,4.954272881E-4,2.121985890E-3,3.480477259E-2,3.487291882E-2
9.845684167E-1,1.004357357E-3,3.922628239E-4,3.120870888E-2,3.122732960E-2
9.945244167E-1,2.415897325E-4,-1.101110131E-3,3.048670478E-2,3.050753968E-2
1.004480417E0,-2.130118664E-4,9.718947113E-4,3.166329116E-2,3.167891981E-2
1.014436417E0,-1.396370586E-3,7.737260312E-4,3.470254317E-2,3.473924301E-2
1.024392417E0,2.233639825E-4,1.042075455E-4,3.602400422E-2,3.602484741E-2
1.034348417E0,-5.103591830E-4,2.687258646E-3,3.549766168E-2,3.560289048E-2
1.044304417E0,9.732878534E-4,-2.936171368E-4,3.171250969E-2,3.172880034E-2
