"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339422925108E9,"2024-08-22 17:10:22.925 UTC+02:00"
"PAUSE",1.279004308333242E1,1.724339435714446E9,"2024-08-22 17:10:35.714 UTC+02:00"
