"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339785153562E9,"2024-08-22 17:16:25.154 UTC+02:00"
"PAUSE",1.101009058333148E1,1.724339796163046E9,"2024-08-22 17:16:36.163 UTC+02:00"
