"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339949196157E9,"2024-08-22 17:19:09.196 UTC+02:00"
"PAUSE",6.478655833336234E0,1.724339955674456E9,"2024-08-22 17:19:15.674 UTC+02:00"
