"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339013772390E9,"2024-08-22 17:03:33.772 UTC+02:00"
"PAUSE",1.045073404166760E1,1.724339024222548E9,"2024-08-22 17:03:44.223 UTC+02:00"
