"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339367412124E9,"2024-08-22 17:09:27.412 UTC+02:00"
"PAUSE",1.058198345833444E1,1.724339377993524E9,"2024-08-22 17:09:37.994 UTC+02:00"
