"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339758513108E9,"2024-08-22 17:15:58.513 UTC+02:00"
"PAUSE",1.038655920833116E1,1.724339768899094E9,"2024-08-22 17:16:08.899 UTC+02:00"
