"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.012000001E-3,-1.791954972E-3,1.325114630E-3,3.262243420E-2,3.269847465E-2
1.296800000E-2,1.427540323E-3,-1.122863032E-3,3.152095154E-2,3.157323358E-2
2.292500000E-2,-9.045252809E-4,-4.460457712E-4,3.224102408E-2,3.225679396E-2
3.288100000E-2,1.332796412E-3,3.654193133E-4,3.085804358E-2,3.088897427E-2
4.283800000E-2,-1.371574705E-3,1.825336367E-3,3.002519533E-2,3.011188179E-2
5.279400000E-2,-8.850152371E-4,-1.033567823E-3,3.136796132E-2,3.139746027E-2
6.275000000E-2,1.225883374E-3,6.132759154E-4,2.996505797E-2,2.999639306E-2
7.270700000E-2,8.351976285E-4,1.216748729E-3,3.425620869E-2,3.428798428E-2
8.266300000E-2,1.494429889E-3,1.269008964E-3,3.054860421E-2,3.061145085E-2
9.262000000E-2,1.466200338E-3,-1.171511598E-3,3.173743933E-2,3.179288031E-2
1.025760000E-1,-1.047013677E-3,7.799481973E-4,2.996724844E-2,2.999567529E-2
1.125320000E-1,-2.658758778E-3,5.567753688E-4,2.963541821E-2,2.975965405E-2
1.224890000E-1,6.103019696E-4,2.546938136E-3,2.784001641E-2,2.796293754E-2
1.324450000E-1,-2.110915957E-3,-4.565753043E-4,3.201638907E-2,3.208915076E-2
1.424020000E-1,3.596413881E-4,1.440502703E-3,2.976571955E-2,2.980272555E-2
1.523580000E-1,6.110437680E-4,2.500703558E-4,3.136148304E-2,3.136843203E-2
1.623140000E-1,1.806202810E-3,1.518039964E-3,2.653633431E-2,2.664101823E-2
1.722710000E-1,-3.759913379E-4,1.545470208E-3,3.010097519E-2,3.014296858E-2
1.822270000E-1,-1.344665419E-3,-3.988379613E-4,2.816362306E-2,2.819852586E-2
1.921840000E-1,6.681517698E-4,-2.592876554E-4,3.052930906E-2,3.053772043E-2
2.021400000E-1,-1.130068442E-3,-1.234853640E-3,2.967226505E-2,2.971944198E-2
2.120970000E-1,6.625053938E-4,7.412116975E-4,2.954097092E-2,2.955769394E-2
2.220530000E-1,-1.766646979E-3,3.255713731E-3,2.883094735E-2,2.906792457E-2
2.320090000E-1,9.630931891E-4,-2.950783819E-4,2.563408948E-2,2.565387229E-2
2.419660000E-1,-2.036889549E-3,-1.258388162E-3,2.558004111E-2,2.569184624E-2
2.519220000E-1,1.450519892E-3,2.782159485E-3,2.927517891E-2,2.944283477E-2
2.618790000E-1,-1.178591745E-3,1.021789387E-3,2.842628583E-2,2.846905089E-2
2.718350000E-1,3.794329008E-3,-1.033372246E-3,2.932244167E-2,2.958496875E-2
2.817910000E-1,-1.414708560E-3,3.783106804E-4,3.207790107E-2,3.211131041E-2
2.917480000E-1,3.032964887E-4,9.133396670E-4,3.173995018E-2,3.175453693E-2
3.017040000E-1,-9.178321343E-4,-6.556017324E-4,2.945515513E-2,2.947674326E-2
3.116610000E-1,-4.970526788E-4,7.622661069E-4,2.753661573E-2,2.755164817E-2
3.216170000E-1,-1.217355835E-3,-1.022673212E-3,2.610783093E-2,2.615619719E-2
3.315730000E-1,-9.912532987E-4,-1.875059679E-4,2.476826124E-2,2.478879800E-2
3.415300000E-1,1.017353497E-4,-3.813784570E-4,2.698382363E-2,2.698671038E-2
3.514860000E-1,-3.246366978E-4,-1.209355891E-3,3.026776761E-2,3.029365753E-2
3.614430000E-1,-2.826144919E-5,1.906481571E-3,3.015367500E-2,3.021389725E-2
3.713990000E-1,-1.558269141E-4,-2.571623772E-3,3.232281655E-2,3.242532961E-2
3.813550000E-1,-3.562466241E-3,1.341908239E-3,2.848452330E-2,2.873777916E-2
3.913120000E-1,-4.401761107E-4,-3.052568063E-4,2.576357126E-2,2.576913931E-2
4.012680000E-1,-2.131884452E-3,3.866981715E-4,2.371265925E-2,2.381144002E-2
