"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338948453663E9,"2024-08-22 17:02:28.454 UTC+02:00"
"PAUSE",1.054170591666843E1,1.724338958994789E9,"2024-08-22 17:02:38.995 UTC+02:00"
