"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724340046124811E9,"2024-08-22 17:20:46.125 UTC+02:00"
"PAUSE",5.844270583333127E0,1.724340051968759E9,"2024-08-22 17:20:51.969 UTC+02:00"
