"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339453865295E9,"2024-08-22 17:10:53.865 UTC+02:00"
"PAUSE",1.059855116666586E1,1.724339464463262E9,"2024-08-22 17:11:04.463 UTC+02:00"
