"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339695756897E9,"2024-08-22 17:14:55.757 UTC+02:00"
"PAUSE",1.134708062500067E1,1.724339707103352E9,"2024-08-22 17:15:07.103 UTC+02:00"
