"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.098112500E-2,-3.677104833E-4,1.347716898E-4,5.601454154E-2,5.601591058E-2
2.093712500E-2,1.464278088E-3,1.490320079E-3,5.799140781E-2,5.802903191E-2
3.089412500E-2,-3.899974981E-4,2.571423538E-3,5.562815070E-2,5.568891692E-2
4.085012500E-2,-2.347154543E-3,2.384736203E-3,5.698982254E-2,5.708796698E-2
5.080612500E-2,1.087582903E-3,1.827832311E-3,5.508697778E-2,5.512802308E-2
6.076312500E-2,6.303180708E-4,1.492007636E-3,5.413543060E-2,5.415965504E-2
7.071912500E-2,7.388379890E-5,-3.678603098E-4,5.433119461E-2,5.433249017E-2
8.067512500E-2,-2.243903000E-4,1.108329743E-3,5.197536200E-2,5.198766201E-2
9.063212500E-2,-1.034664921E-3,1.066322438E-3,5.476053432E-2,5.478068723E-2
1.005881250E-1,4.838695750E-4,4.194406793E-4,5.825247243E-2,5.825599201E-2
1.105451250E-1,3.611145075E-4,1.858375967E-3,5.916454643E-2,5.919482679E-2
1.205011250E-1,-2.364897169E-3,-2.301481552E-3,6.166871637E-2,6.175694402E-2
1.304571250E-1,2.549081808E-3,8.425666019E-4,5.748843402E-2,5.755108845E-2
1.404141250E-1,-2.241678769E-3,1.517144963E-3,5.818085745E-2,5.824378959E-2
1.503701250E-1,8.123823209E-4,1.019556075E-4,5.351952091E-2,5.352578330E-2
1.603271250E-1,-1.137051499E-3,-1.253327355E-3,5.383377522E-2,5.386036641E-2
1.702831250E-1,2.448399318E-4,-3.238692880E-4,5.387766659E-2,5.387919631E-2
1.802391250E-1,-2.566333860E-4,8.378019556E-4,5.708144978E-2,5.708817462E-2
1.901961250E-1,-8.150100475E-4,1.201050356E-3,5.838584900E-2,5.840388794E-2
2.001521250E-1,4.454640439E-4,5.376059562E-5,5.775228143E-2,5.775402444E-2
2.101091250E-1,-6.318214582E-4,-8.895043284E-4,5.688731000E-2,5.689777197E-2
2.200651250E-1,5.418336950E-4,1.311598346E-3,5.697785690E-2,5.699552659E-2
2.300211250E-1,8.825078257E-4,9.676450863E-4,5.405028909E-2,5.406615307E-2
2.399781250E-1,1.626553712E-4,7.170420140E-4,5.526495725E-2,5.526984807E-2
2.499341250E-1,1.344946795E-3,7.963990793E-4,5.529072508E-2,5.531281419E-2
2.598901250E-1,-2.247124678E-3,-9.833909571E-4,5.303103477E-2,5.308773187E-2
2.698471250E-1,-1.585459104E-3,2.544915304E-3,5.595308170E-2,5.603336172E-2
2.798032500E-1,1.349428203E-4,7.528737187E-4,5.559169129E-2,5.559695287E-2
2.897602500E-1,1.823173603E-3,1.070868224E-3,5.670275167E-2,5.674216040E-2
2.997162500E-1,2.332663862E-4,-1.626648009E-3,5.909533799E-2,5.911818137E-2
3.096722500E-1,-2.363211010E-3,-1.739612781E-3,5.738771707E-2,5.746269302E-2
3.196292500E-1,6.664012326E-4,-1.007029787E-4,5.532749742E-2,5.533160221E-2
3.295852500E-1,-3.465141635E-4,8.555958048E-4,5.264971405E-2,5.265780575E-2
3.395422500E-1,1.999665983E-4,1.426044852E-3,5.380526185E-2,5.382452780E-2
3.494982500E-1,6.393641233E-4,-8.604601026E-4,5.690893903E-2,5.691903478E-2
3.594542500E-1,-1.817135722E-3,-2.323867753E-3,5.752732232E-2,5.760290928E-2
3.694112500E-1,-2.771356143E-3,-7.405001670E-4,5.780185014E-2,5.787298709E-2
3.793672500E-1,7.978123613E-4,-2.281937748E-3,5.664630234E-2,5.669785987E-2
3.893242500E-1,1.563986181E-3,2.518942580E-3,6.053188071E-2,6.060445286E-2
3.992802500E-1,-2.678162884E-3,4.920102656E-4,5.251523107E-2,5.258577874E-2
4.092362500E-1,-1.175495679E-3,1.448644325E-4,5.597097427E-2,5.598350414E-2
4.191932500E-1,-2.178175841E-3,-4.141330719E-4,5.287691206E-2,5.292337654E-2
4.291492500E-1,-1.247283071E-3,1.004054211E-3,5.691907927E-2,5.694159662E-2
4.391062500E-1,4.486177349E-4,2.710075118E-3,5.675529689E-2,5.682173431E-2
4.490622500E-1,9.108451195E-4,9.245919064E-4,5.597514659E-2,5.599019151E-2
4.590182500E-1,-9.744066047E-4,5.655977875E-4,5.591017008E-2,5.592152079E-2
4.689752500E-1,1.570012653E-3,1.442880370E-3,5.283851177E-2,5.288152011E-2
4.789312500E-1,-4.923391389E-4,1.144340262E-3,5.325848982E-2,5.327305745E-2
4.888872500E-1,-5.922002019E-4,-5.906429142E-4,5.520446599E-2,5.521080170E-2
4.988442500E-1,-4.747548373E-4,-2.176822163E-3,5.823487788E-2,5.827748235E-2
5.088002500E-1,-7.070398424E-4,-1.249661669E-3,5.567291379E-2,5.569142564E-2
5.187572500E-1,-8.351379074E-4,-6.001163274E-4,5.955473706E-2,5.956361558E-2
5.287132500E-1,9.832800133E-4,1.329233870E-3,5.655335635E-2,5.657752042E-2
5.386692500E-1,3.875308903E-4,1.733501442E-3,5.250694975E-2,5.253698678E-2
5.486262500E-1,-1.051317668E-4,1.803040504E-5,5.168386549E-2,5.168397556E-2
5.585822500E-1,1.311137341E-3,-6.719026715E-5,5.147161335E-2,5.148835379E-2
5.685392500E-1,1.431264449E-3,9.586038068E-4,5.518313870E-2,5.521001934E-2
5.784952500E-1,-1.963733230E-3,2.284059301E-3,5.800982192E-2,5.808797306E-2
5.884512500E-1,-4.705609754E-4,1.431779936E-3,5.307899415E-2,5.310038646E-2
5.984082500E-1,-1.437910832E-4,5.449475721E-4,4.916255176E-2,4.916578220E-2
6.083642500E-1,-2.242366783E-3,1.497090794E-3,4.694304615E-2,4.702041122E-2
6.183212500E-1,-3.794854274E-4,-7.388992235E-4,4.820085689E-2,4.820801372E-2
6.282772500E-1,3.845907049E-4,2.084817737E-3,5.149516091E-2,5.153878124E-2
6.382332500E-1,2.037620870E-4,1.094387844E-3,5.422410369E-2,5.423552917E-2
6.481902500E-1,-1.213948941E-3,1.430958509E-3,5.415247753E-2,5.418498073E-2
6.581462500E-1,2.848703414E-3,1.085280441E-3,5.290052667E-2,5.298828802E-2
6.681032500E-1,-6.847793702E-5,-4.790453240E-4,5.090024322E-2,5.090254349E-2
6.780592500E-1,-1.519101788E-3,-1.730481163E-4,4.844560847E-2,4.846972865E-2
6.880152500E-1,2.299489221E-3,3.808286972E-3,4.787086695E-2,4.807713181E-2
6.979722500E-1,-1.908038859E-3,1.643669792E-3,5.385072529E-2,5.390958057E-2
7.079282500E-1,4.254636588E-4,1.086471602E-4,5.532613397E-2,5.532787655E-2
7.178852500E-1,1.723488444E-3,1.344886608E-3,5.886707455E-2,5.890765314E-2
7.278412500E-1,1.360625261E-3,3.685344011E-3,5.676428229E-2,5.690005980E-2
7.377972500E-1,3.090896644E-5,-1.113938168E-3,5.142144486E-2,5.143351831E-2
7.477542500E-1,-8.316624444E-4,1.769813709E-3,4.592065886E-2,4.596227598E-2
7.577102500E-1,1.845997758E-4,-3.063874319E-4,4.860352725E-2,4.860484350E-2
7.676662500E-1,1.731470460E-3,2.462513745E-3,5.029463023E-2,5.038463847E-2
7.776232500E-1,1.983671682E-3,1.850252971E-3,5.342170596E-2,5.349053241E-2
7.875792500E-1,1.946522389E-5,1.367542893E-3,5.521778017E-2,5.523471553E-2
7.975362500E-1,3.342508571E-4,-1.930687577E-4,5.577784777E-2,5.577918340E-2
8.074922500E-1,-1.367004588E-3,-1.500835642E-4,5.198388919E-2,5.200207652E-2
8.174482500E-1,-2.018680098E-3,-1.164748333E-3,4.956307635E-2,4.961784200E-2
8.274052500E-1,-8.416274795E-4,7.972428575E-4,4.759790003E-2,4.761201551E-2
8.373612500E-1,-2.053099219E-3,3.998996690E-4,5.181022361E-2,5.185242913E-2
8.473182500E-1,1.297359122E-3,2.817473374E-3,5.226481706E-2,5.235677988E-2
8.572742500E-1,-2.765689278E-4,1.566054299E-3,5.270716920E-2,5.273115495E-2
8.672302500E-1,1.930543105E-3,-9.291041642E-4,5.228082091E-2,5.232470225E-2
8.771872500E-1,-1.142320689E-4,9.167324752E-4,5.450855568E-2,5.451638368E-2
8.871432500E-1,-5.416311324E-4,1.553595997E-3,5.016359687E-2,5.019057158E-2
8.971002500E-1,-8.934345096E-4,2.089655027E-4,5.028770119E-2,5.029607125E-2
9.070562500E-1,6.629385753E-4,-1.023058780E-3,5.074389651E-2,5.075853791E-2
9.170122500E-1,-5.931069609E-5,-4.701856524E-4,5.083018169E-2,5.083239088E-2
9.269692500E-1,-5.123702576E-4,1.069191843E-3,5.309467018E-2,5.310790615E-2
9.369252500E-1,-1.136348932E-3,1.359210350E-3,5.493784696E-2,5.496640583E-2
9.468822500E-1,-7.605587598E-4,-4.151519388E-4,5.307337642E-2,5.308044918E-2
9.568382500E-1,-9.563011117E-4,-4.652198404E-4,5.333889276E-2,5.334949317E-2
9.667942500E-1,1.559358556E-3,2.525914460E-4,5.373064801E-2,5.375386439E-2
9.767512500E-1,-3.124342766E-3,1.322915778E-3,4.918649420E-2,4.930337550E-2
9.867072500E-1,1.236762619E-4,1.007849351E-4,4.705416411E-2,4.705443458E-2
9.966642500E-1,-2.032951452E-3,7.980009541E-4,5.061481148E-2,5.066190717E-2
1.006620250E0,2.261584159E-4,-4.826290533E-4,5.318711698E-2,5.318978747E-2
1.016576250E0,-5.480507389E-5,-4.426809028E-4,5.321081728E-2,5.321268688E-2
1.026533250E0,1.415455947E-3,5.845455453E-4,5.208244920E-2,5.210495872E-2
1.036489250E0,2.047829330E-4,2.428619191E-4,5.025792122E-2,5.025892521E-2
1.046446250E0,-1.023688004E-3,9.065102786E-4,5.178660154E-2,5.180465035E-2
1.056402250E0,-1.743540284E-3,1.511314884E-3,4.890319705E-2,4.895760091E-2
1.066358250E0,-1.638430986E-3,-3.961743787E-4,5.313175544E-2,5.315848800E-2
1.076315250E0,4.444272490E-4,1.470701769E-3,5.383748934E-2,5.385940714E-2
1.086271250E0,-1.086783595E-4,1.263685524E-3,4.904811084E-2,4.906450743E-2
1.096228250E0,-2.241337672E-3,-5.022566766E-4,5.034666881E-2,5.039903686E-2
1.106184250E0,-3.034886904E-3,1.008356921E-3,5.273203552E-2,5.282892098E-2
