"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339891186774E9,"2024-08-22 17:18:11.187 UTC+02:00"
"PAUSE",8.790694291667023E0,1.724339899976983E9,"2024-08-22 17:18:19.977 UTC+02:00"
