"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338433043343E9,"2024-08-22 16:53:53.043 UTC+02:00"
"PAUSE",1.256880816666671E1,1.724338445611459E9,"2024-08-22 16:54:05.611 UTC+02:00"
