"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724254918074543E9,"2024-08-21 17:41:58.075 UTC+02:00"
"PAUSE",2.384708145833429E1,1.724254941921540E9,"2024-08-21 17:42:21.922 UTC+02:00"
