"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338257149255E9,"2024-08-22 16:50:57.149 UTC+02:00"
"PAUSE",1.128801541666689E1,1.724338268436648E9,"2024-08-22 16:51:08.437 UTC+02:00"
