"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.912333334E-3,-6.830021739E-4,-1.736115664E-3,-1.660922193E-3,2.497849495E-3
1.486933333E-2,-5.000431556E-4,-2.708444372E-4,-2.952555427E-3,3.006822811E-3
2.482633333E-2,1.441991655E-3,-6.047561765E-4,-6.014958024E-3,6.214884552E-3
3.478333333E-2,6.704739062E-4,-2.437544055E-3,-5.811492912E-3,6.337555219E-3
4.474033333E-2,8.216666756E-4,2.568711527E-3,-6.634677993E-4,2.777337674E-3
5.469733333E-2,5.433663027E-4,-3.245463595E-4,-5.489648320E-3,5.526012663E-3
6.465333333E-2,8.840905502E-5,2.187022939E-3,-3.508054186E-3,4.134891736E-3
7.461033333E-2,1.083366107E-3,-1.078229398E-4,-1.898972434E-3,2.188927640E-3
8.456733333E-2,3.332573920E-3,-6.672674790E-4,-4.859870300E-3,5.930399156E-3
9.452433333E-2,1.173815457E-3,1.549813896E-3,-4.352005664E-3,4.766520654E-3
1.044813333E-1,-2.746296581E-3,1.471432857E-3,-4.777410999E-3,5.703587942E-3
1.144383333E-1,2.193600871E-3,1.279418357E-3,-6.486094557E-3,6.965502043E-3
1.243953333E-1,-1.335015986E-5,2.816375345E-4,-8.051303448E-4,8.530725642E-4
1.343523333E-1,-8.154942188E-4,1.360750757E-3,-4.350596573E-3,4.630805976E-3
1.443093333E-1,-8.201389574E-4,-9.593758732E-4,-1.843033358E-3,2.233786457E-3
1.542653333E-1,-1.390055288E-3,-2.578990534E-4,-4.931767471E-3,5.130408952E-3
1.642223333E-1,6.159378681E-4,-2.513676882E-4,-4.353140481E-3,4.403679963E-3
1.741793333E-1,-8.179082070E-4,-1.108905300E-3,-5.355021916E-3,5.529457887E-3
1.841363333E-1,-1.160249463E-3,-8.028503507E-4,-3.264624393E-3,3.556475774E-3
1.940933333E-1,-1.900341944E-3,-2.518724650E-3,-7.316357456E-3,7.967707311E-3
2.040503333E-1,-1.219253289E-3,-1.607763581E-3,-1.579617965E-3,2.562552483E-3
2.140073333E-1,-1.097803470E-4,-1.135584898E-3,-5.049183965E-3,5.176472109E-3
