"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338542788382E9,"2024-08-22 16:55:42.788 UTC+02:00"
"PAUSE",1.521474766666870E1,1.724338558002291E9,"2024-08-22 16:55:58.002 UTC+02:00"
