"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724339342741073E9,"2024-08-22 17:09:02.741 UTC+02:00"
"PAUSE",1.123525087499729E1,1.724339353975705E9,"2024-08-22 17:09:13.976 UTC+02:00"
