"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.724338394017928E9,"2024-08-22 16:53:14.018 UTC+02:00"
"PAUSE",1.207873766666671E1,1.724338406096001E9,"2024-08-22 16:53:26.096 UTC+02:00"
